fuckin'm transtelecom,Negative 
(@MeowMeowHotMix) My chick wont shut up  Will only stop chirping if i sit with the bloody thing.,Negative 
"My head is starting to ache again, and I have to reinstall operating systems on 31 computers.",Negative 
@hookedonwinter   your picture makes me thristy EVERYDAY!,Negative 
the columbus blue jackes may be movieing to anew city to play at  thats sad news,Negative 
"stupid rain, now our picnic is cancelled till tomorrow",Negative 
Wants to go home with the seniors,Negative 
Philadelphia Phillies' Brett Myers out indefinitely with injured hip - http://tinyurl.com/megxu2 (via @PHI_Phillies) nooooo,Negative 
"Will this rain ever go away, my puppy is getting cabin fever and she doesn't like going out in the rain",Negative 
crying so hard.......,Negative 
"@theguigirl Awwww...thanks!! ;) Unfortunately, everything closes at 4pm in Sweden on a friday. Presentation is 9am Monday.",Negative 
ughhh have a tummy ache,Negative 
Why are we busy ugh I have the largest headache,Negative 
"has had a fab day on placement, But working all weekend.",Negative 
Its a gorgeous day and I'm going to work allll day  Just gotta keep telling myself its for NYC!!,Negative 
"&quot;I only think of you as breaking my heart, I'm trying to keep it together but I'm falling apart.&quot;",Negative 
pengen nonton Friens of mine comeback show di prost beer house kemang besok.. tapi ga bisaaaaaaaaaa..,Negative 
@silenceiseasy no no no lol I cut my bangs like Kate Hudson in bride wars a few months ago and it was super cute. Looks diff this time,Negative 
@shutupandspinx3: yay! Lol. Now I know how you felt when I was gone.,Negative 
@davenavarro6767 Not Columbus but just wanted to say sorry to be missing Indiana show tomorrow. So sad  I will be in the woods with 8 GS.,Negative 
missing ontario..,Negative 
what a bad day 1 of my close relative has died so i wont be going to florida,Negative 
phew! i am MELTING!  stupid fan - you picked a good day to stop working,Negative 
@meeshel that sucks.   did you save any of it?,Negative 
bad grades again,Negative 
@michelleweber  Been there and never at a good time   Your recourse is small claims or you can get a atty involved. But that is more $,Negative 
no internet in my pocket   edge network down in denver  *sob*,Negative 
@kdelbonis Well I can't get Cupcake because I can't connect to T-Mobile's network because my SIM card is corrupted,Negative 
VCenter is screwing up on me today.  More specifically the MSSQL server that it connects to.,Negative 
@iamlittleboots all my recording eqpmnts out. a full day 2 myself and minds gone blank. outfit for G-A-Y still nt arrived eitha,Negative 
@alwaysmuah Hey Ruthie girl... u send me all these lovely twitts but never respond!  I'm hurt... how's Mikey and Dion?,Negative 
heading up to the farm   dont want to i wanna stay here and talk with my boyfriend... STUPID MOM FOR MAKING ME GO UP &gt;.&lt;,Negative 
@LolzyluvsJB Neither could i! And i looked on ebay and it was like 250 euro for two!!!! but i doubt my parents would fork that amount out,Negative 
there's something about this area that makes my tonsils swell up everyday. i don't get it..  i feel slightly miserable. #FF done 4 now!!,Negative 
@RetroBakery I would have to agree on the Bacon Cupcake... Would rather drive 2 the shop instead of 2 the office,Negative 
"@nettagyrl What makes me sad is when I follow someone I converse with and have similar bios, but they don't follow me back!",Negative 
"browsin thru the videos in my multiply and i saw the video u sang with my bf. i miss you, N. we all miss you. pls come back wherever u r.",Negative 
Now I'm all sad because I'll probably never see Fleetwood Mac.,Negative 
I feel guilty bc I think it's my fault the hard drive died,Negative 
Could do with some messages to cheer me up  !!!!! @RobynLouise1993 @leahstakes @MissKeriBaby @jewlear @Celenko @sarahbeeny @Beverleyknight,Negative 
is in the costume shop cleaning and STARVING. Bring me food???,Negative 
"@PhilipHotchkiss Sorry, but I don't see a Twitter user named @TomClain",Negative 
@IamChrisMann I'm just sick of stupid guys but for a moment u make me believe not all of them suck then I get back to reality,Negative 
@thinkgeek curses upon the ridiculously slow internetz at work!  The dang image just now loaded...,Negative 
@flyyKiDDangel lmao I need a shopping partner today.,Negative 
"@LinkedInBrian Unfortunately, I will be nowhere near the beach. I have fam in that area, too.",Negative 
darn it that was supposed to be a haiku but the formatting failed me.,Negative 
Really wants to buy new clothes,Negative 
walk was grand peeps lol feet are really hurting now thought  xx,Negative 
How could they kill him? Hollyoaks made me sad.,Negative 
i need to get my life together aka my apartment all cleaned and back how it was before my birthday,Negative 
- me and my mom's cars were broken into.  I feel violated.,Negative 
My car is in the car hospital for the nxt 7 days  I gotta go pick up a loaner car b4 6! Bein without wheels 4 7day will set me back heavy!,Negative 
@tcwmatt oh no!!!  well..... When you get back lots of pictures!!!,Negative 
"@cheetham Alas, we can't broadcast the lunches as we have no bandwidth in those rooms",Negative 
I SO should've gone right now!!! *wish I could alter time!!  *,Negative 
Tracy and Berwick breaks my achy breaky heart  They split ways in the hallways.,Negative 
@deadlyknitshade  OOh but you soon get to meet the dung mice!!,Negative 
"Awh, its the last day of the tour  I'll miss hangin w/@sendoutscuds and Children 18:3. Soooo...let's make it an awesome nite in OK!!",Negative 
"@semipenguin they are gone after I restarted TwetDeck  , and I wanted to follow  the peeps that I got posted frommy friends :/",Negative 
@Brookeleeadams Gutted you won't be on live office girls anymore,Negative 
Taking my brother to the airport  Then gym.,Negative 
@esatt you don't wanna see me while you're here?,Negative 
just got home from school and from the wake of my friend's father.  so tired..,Negative 
"is off to get her hair cut in the morning, and is not looking forward to spending a weekend alone",Negative 
Life can get soo Dull sometimes what do you do when u have no 1 around  x,Negative 
I'm too busy at work today...it is interferring with socializing,Negative 
"Broke Up with girlfriend, FEELING Very lonely and heartbroken  Sad times guys (N)",Negative 
@LolzyluvsJB Yeaa i'm so sad i've watched her live performances in Peru etc and they are EPIC!   I wish she'd just come to N.I! lol xo,Negative 
the mall i once worked at has turned into a very depressing place,Negative 
(@isabelmariee) oh snap,Negative 
@daaku @danishk lol.. zzzzy in office and I'm alone in my bay again.,Negative 
http://twitpic.com/66q88 - So....I don't have a PE  but I do have a Pocket Artoo!,Negative 
it's raining..,Negative 
@thewordaliveaz  I was SUPPOSED to be coming...life got in the way lol give my friends a wild time!!!,Negative 
"@joinrick cool, not a big user of DM though",Negative 
I really despair over the whole copyright situation http://bit.ly/yLY0I ~ being visually impaired means you don't deserve to read  #sccr18,Negative 
I don't like waiting,Negative 
tryin not to fall asleep at work...,Negative 
My wife lost her sprint blackberry 8330 on a bike ride in AM.  Anyone have an extra BB laying around? retweet,Negative 
@QueenBofMakeup I need to do some more post but I don't have time on this tour  ........... Apologies to all my supporters.,Negative 
@jvfriedman can't! need to work on overtime project at lunchtime.    Sorry!,Negative 
"So now, I have conjunctivitis in my left eye. Is this a sign of something? What did I do wrong to deserve this?LOL I'm dying people!",Negative 
is very disappointed that cadbury chocolate blocks got smaller,Negative 
Hicks are mean!,Negative 
I miss my baby,Negative 
@myhaloromance My camera is brokennn,Negative 
@hippyofdoom I didn't even get a chance to shop @ Aldi!,Negative 
@bunburyette Come online! I need someone to talk to,Negative 
@Jenfidel Thanks I decided to just give up on my old HQ and go with this account. Scoundrels won,Negative 
My back is killing me. Stupid softball,Negative 
"Again, I'm stuck in traffic jams ... Somewhat starting to be the same situation every day. That's sad, really",Negative 
Irony: Inventor of Ford Mustang can't keep his car   http://tinyurl.com/lpmvtk via @JeffHolton:,Negative 
@morethanfine I wish we could make a quick trip to LA in July  I miss LA,Negative 
@THE_WOCKEEZ @DonnieWahlberg Don't wanna miss ANY of your shows...you guys kick it! Sad to say...my plane is in the shop...,Negative 
Conference call arranged for 4.30pm today just blew my leaving early out the window,Negative 
@AyeshaM13 bored in class. I wanna go home.,Negative 
@Subville ...snuggles you back......everyones telling me to get over it ...but ive had her 15 years  x,Negative 
Why do you hurt me? Does it bring you joy to see me cry? You know I love you more then anything and yet u break my heart everyday!,Negative 
"My feet are killing, I've walked miles in search of an art shop...doesn't seem like Ealing has one",Negative 
RIP to officer Edwards. May GOD continue to bless his family. What's up wit cops killing cops. Seen the same thing happen on &quot;The WIRE&quot;.,Negative 
I want to see Drag Me to Hell. But I get the feeling none of my friends will go w/ me,Negative 
@agoodeye I am soooo disapoointed I couldn't make it  I will be there next time! Glad it was productive.,Negative 
why does zero have to have thomas in it?,Negative 
@frazzel It wouldn't let me download it cos it said I'm the UK. I had a little cry.,Negative 
Ahhh I'm engulfed in shooooes. Who told me to buy so maany damn shoes,Negative 
@hummingbird604 yeah it can be tough some times..,Negative 
Another day in jury duty.,Negative 
is very upset to see carys and donna go today    miss you both hugely already!!! (Yes ok its only been like 3 hours) haaa..waaaah,Negative 
is sitting at home wishing that i didnt have to work today. ask for it off and still have to work,Negative 
"I was so close into entering Pogue 's book today &quot; World according to twitter&quot; , yet now I seem so far.!!!!!!!!!!!!",Negative 
On the road again. I miss my traveling traveling partner,Negative 
